 8 1977 150.3 15.0 13.5  1.5  10 134.6  709.7 393  374  567  193  318  607  289
 9 1978 161.7 11.4  9.0  2.4  21 111.7  821.4 451  419  571  152  350  619  269
10 1979 175.2 13.5 12.9  0.6   4 142.9  964.3 352  345  510  165  293  517  224
11 1980 185.1  9.9  9.0  0.9   9 112.1 1076.4 341  322  524  202  272  542  270
12 1981 193.5  8.4  8.1  0.3   3  99.9 1176.3 353  347  529  182  285  529  244
13 1982 202.5  9.0  8.1  0.9   9 112.0 1288.2 347  323  559  236  270  619  349
14 1983 207.6  5.1  4.5  0.6  11  65.7 1354.0 414  395  554  159  328  570  242
15 1984 215.7  8.1  6.9  1.2  14 107.7 1461.7 367  337  541  204  287  575  288
16 1985 220.2  4.5  3.6  0.9  20  61.6 1523.3 395  353  565  212  328  610  282
17 1986 226.2  6.0  4.8  1.2  20  84.1 1607.4 419  378  579  201  326  607  281
18 1987 232.5  6.3  5.4  0.9  14  90.8 1698.2 372  346  525  179  283  539  256
19 1988 240.0  7.5  6.9  0.6   8 111.3 1809.6 359  344  529  185  255  540  285
20 1989 245.7  5.7  5.1  0.6  10  87.0 1896.5 358  339  515  176  294  519  225
21 1990 267.3 21.6 20.7  0.9   4 348.1 2244.6 314  305  515  210  243  518  275
22 1991 285.3 18.0 17.4  0.6   3 312.5 2557.1 345  338  536  198  292  555  263
23 1992 302.7 17.4 16.2  1.2   6 321.4 2878.6 363  351  519  168  304  541  237
24 1993 323.1 20.4 18.0  2.4  11 401.1 3279.6 404  383  559  176  308  622  314
25 1994 343.2 20.1 16.5  3.6  17 420.7 3700.4 418  386  567  181  296  620  324
26 1995 360.6 17.4 16.2  1.2   6 384.7 4085.1 362  349  533  184  267  560  293
27 1996 379.2 18.6 16.2  2.4  12 432.3 4517.4 356  330  530  200  278  568  290
28 1997 394.2 15.0 13.8  1.2   8 364.5 4881.8 384  368  568  200  316  604  288
29 1998 405.3 11.1  8.4  2.7  24 278.8 5160.6 442  407  551  144  321  587  266
30 1999 418.8 13.5 13.2  0.3   2 349.5 5510.1 348  345  511  166  287  511  224
31 2000 429.0 10.2  9.6  0.6   5 271.7 5781.8 336  324  532  208  259  547  288
32 2001 437.4  8.4  7.8  0.6   7 228.6 6010.5 343  329  526  197  284  535  251
33 2002 446.4  9.0  8.1  0.9  10 249.9 6260.3 342  318  557  239  268  597  329
34 2003 451.2  4.8  4.2  0.6  12 135.4 6395.7 414  397  533  136  319  561  242
35 2004 459.3  8.1  6.9  1.2  14 231.7 6627.4 362  333  531  198  279  551  272
36 2005 464.1  4.8  3.9  0.9  18 139.2 6766.6 398  358  572  214  317  629  312
37 2006 469.8  5.7  4.5  1.2  21 167.2 6933.9 388  347  541  194  126  558  432
38 2007 623.1153.3153.0  0.3   05263.512197.3 320  320  520  200  181  520  339
39 2008 639.0 15.9 15.0  0.9   5 630.412827.8 356  347  507  160  281  519  238
40 2009 651.0 12.0 11.4  0.6   5 486.313314.1 317  306  532  226  247  548  301
41 2010 661.8 10.8 10.2  0.6   5 445.413759.5 339  327  546  219  275  559  284
42 2011 687.6 25.8 25.5  0.3   11093.714853.3 340  337  565  228  279  565  286
43 2012 695.7  8.1  7.2  0.9  11 352.015205.3 422  410  519  109  344  533  189
44 2013 710.4 14.7 14.1  0.6   4 649.415854.6 329  321  509  188  150  518  368
45 2014 728.1 17.7 17.4  0.3   1 799.916654.5 367  365  510  145  290  510  220
46 2015 735.6  7.5  7.2  0.3   4 344.916999.4 343  337  508  171  278  508  230
47 2016 742.8  7.2  6.9  0.3   4 334.417333.8 337  329  521  192  277  521  244
48 2017 750.0  7.2  6.6  0.6   8 337.717671.5 375  362  527  165  286  551  265
49 2018 761.7 11.7 11.4  0.3   2 555.718227.1 331  326  500  174  276  500  224
50 2019 773.7 12.0 11.4  0.6   5 578.818805.9 372  363  534  171  303  538  235
51 2020 781.5  7.8  7.2  0.6   7 381.119187.0 366  354  516  162  285  516  231
52 2021 802.5 21.0 20.4  0.6   21045.020232.1 351  345  545  200  281  559  278

Core Length:  804.6 mm
Core Density: 367 kg/m3
Cross-sectional Density:  350 kg/m3
Early/Latewood Threshold: 500 kg/m3
Attenuation Constant: 3.16

ÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄ
Core : 24
ÄÄÄÄÄÄÄÂÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÂÄÄÄÄÄÄÄÄÄÄÂÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄ
       ³Widths (mm)              ³ Areas    ³ Densities (kg/m3)
       ³                         ³ (cmı)    ³
Ring   ³Outer Ring Erly Late   % ³Incr Total³Ring E/Wd L/Wd Unif  Min  Max  Rng
 # Year³ Rad.      Wood Wood  LW ³          ³mean mean mean
ÄÄÄÄÄÄÄÁÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÁÄÄÄÄÄÄÄÄÄÄÁÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄ

 2 1990  17.8 17.8 10.8  0.0   0  10.0   10.0 344  344    0    0  285  446  161
 3 1991  34.6 16.8 16.8  0.0   0  27.7   37.6 302  302    0    0  235  433  198
 4 1992  53.8 19.2 19.2  0.0   0  53.3   90.9 324  324    0    0  242  496  254
 5 1993  72.7 18.9 18.9  0.0   0  75.1  166.0 326  326    0    0  262  470  208
 6 1994  94.0 21.3 21.3  0.0   0 111.5  277.6 303  303    0    0  244  439  195
 7 1995 109.9 15.9 15.0  0.9   5 101.9  379.4 335  323  535  212  261  548  287
 8 1996 131.5 21.6 21.0  0.6   2 163.8  543.3 353  348  555  207  268  582  314
 9 1997 152.2 20.7 20.4  0.3   1 184.5  727.7 332  330  510  180  277  510  233
10 1998 171.1 18.9 17.4  1.5   7 192.0  919.7 368  354  536  182  309  558  249
11 1999 193.0 21.9 19.8  2.1   9 250.5 1170.2 393  376  547  171  311  586  275
12 2000 211.9 18.9 18.9  0.0   0 240.4 1410.6 356  356    0    0  315  483  168
13 2001 225.4 13.5 12.6  0.9   6 185.5 1596.1 381  370  533  163  324  544  220
14 2002 242.2 16.8 16.8  0.0   0 246.8 1842.9 368  368    0    0  318  491  173
15 2003 256.6 14.4 12.9  1.5  10 225.7 2068.5 415  399  553  154  324  608  284
16 2004 269.2 12.6  9.9  2.7  21 208.1 2276.7 480  464  537   73  405  598  193
17 2005 284.5 15.3 13.8  1.5   9 266.1 2542.8 398  382  537  155  332  575  243
18 2006 292.0  7.5  4.8  2.7  36 135.8 2678.6 460  420  532  112  363  575  212
19 2007 301.0  9.0  7.5  1.5  16 167.7 2846.3 424  398  556  158  356  602  246
20 2008 308.8  7.8  6.9  0.9  11 149.4 2995.7 422  405  551  146  358  629  271
21 2009 315.4  6.6  6.0  0.6   9 129.4 3125.2 407  394  537  143  350  569  219
22 2010 320.5  5.1  3.9  1.2  23 101.9 3227.1 442  409  546  137  370  572  202
23 2011 329.8  9.3  8.7  0.6   6 190.0 3417.0 385  373  548  175  325  565  240
24 2012 336.1  6.3  3.6  2.7  42 131.8 3548.8 486  446  540   94  398  611  213
25 2013 341.2  5.1  3.0  2.1  41 108.5 3657.4 497  445  572  127  382  650  268
26 2014 348.4  7.2  6.6  0.6   8 156.0 3813.3 410  397  555  158  355  580  225
27 2015 352.6  4.2  1.8  2.4  57  92.5 3905.8 528  453  584  131  379  658  279
28 2016 356.5  3.9  3.0  0.9  23  86.9 3992.7 468  437  571  134  352  598  246

Core Length:  349.5 mm
Core Density: 396 kg/m3
Cross-sectional Density:  399 kg/m3
Early/Latewood Threshold: 500 kg/m3
Attenuation Constant: 3.16

ÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄ
Core : 25
ÄÄÄÄÄÄÄÂÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÂÄÄÄÄÄÄÄÄÄÄÂÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄ
       ³Widths (mm)              ³ Areas    ³ Densities (kg/m3)
       ³                         ³ (cmı)    ³
Ring   ³Outer Ring Erly Late   % ³Incr Total³Ring E/Wd L/Wd Unif  Min  Max  Rng
 # Year³ Rad.      Wood Wood  LW ³          ³mean mean mean
ÄÄÄÄÄÄÄÁÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÁÄÄÄÄÄÄÄÄÄÄÁÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄ

 2 1991  16.2 16.2 13.2  0.0   0   8.2    8.2 320  320    0    0  267  443  176
 3 1992  32.1 15.9 15.9  0.0   0  24.1   32.4 302  302    0    0  235  442  207
 4 1993  48.3 16.2 16.2  0.0   0  40.9   73.3 306  306    0    0  231  410  179
 5 1994  66.0 17.7 17.7  0.0   0  63.6  136.8 317  317    0    0  265  498  233
 6 1995  86.4 20.4 19.5  0.9   4  97.7  234.5 346  337  531  194  270  544  274
 7 1996 107.1 20.7 20.1  0.6   2 125.8  360.4 336  331  513  182  274  516  242
 8 1997 125.7 18.6 18.6  0.0   0 136.0  496.4 321  321    0    0  272  483  211
 9 1998 145.8 20.1 18.3  1.8   8 171.4  667.8 361  345  528  183  301  567  266
10 1999 161.1 15.3 15.0  0.3   1 147.5  815.3 350  346  515  169  288  515  227
11 2000 179.7 18.6 18.0  0.6   3 199.1 1014.5 335  329  510  181  284  511  227
12 2001 193.8 14.1 13.8  0.3   2 165.4 1179.9 351  348  523  175  282  523  241
13 2002 212.4 18.6 18.6  0.0   0 237.4 1417.3 341  341    0    0  270  484  214
14 2003 232.2 19.8 18.6  1.2   6 276.6 1693.8 362  352  524  172  286  535  249
15 2004 242.7 10.5  9.9  0.6   5 156.7 1850.5 391  382  533  151  306  543  237
16 2005 255.6 12.9 12.3  0.6   4 201.9 2052.4 335  325  538  213  270  556  286
17 2006 262.8  7.2  6.6  0.6   8 117.3 2169.7 394  383  511  128  303  517  214
18 2007 269.7  6.9  6.9  0.0   0 115.4 2285.1 354  354    0    0  313  496  183
19 2008 277.2  7.5  7.2  0.3   4 128.9 2414.0 360  352  535  183  295  535  240
20 2009 285.6  8.4  8.1  0.3   3 148.5 2562.5 354  348  517  169  289  517  228
21 2010 294.0  8.4  7.8  0.6   7 153.0 2715.5 367  355  520  165  283  540  257
22 2011 304.2 10.2  9.6  0.6   5 191.7 2907.2 347  335  536  201  272  554  282
23 2012 312.0  7.8  7.2  0.6   7 151.0 3058.2 391  378  550  172  311  585  274
24 2013 317.7  5.7  4.8  0.9  15 112.8 3170.9 394  368  534  166  318  569  251
25 2014 323.7  6.0  5.4  0.6  10 120.9 3291.8 380  362  544  182  318  551  233
26 2015 327.6  3.9  3.0  0.9  23  79.8 3371.6 440  398  580  182  336  623  287
27 2016 332.7  5.1  4.8  0.3   5 105.8 3477.4 403  391  596  205  331  596  265

Core Length:  330.0 mm
Core Density: 356 kg/m3
Cross-sectional Density:  358 kg/m3
Early/Latewood Threshold: 500 kg/m3
Attenuation Constant: 3.16

ÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄ
Core : 31
ÄÄÄÄÄÄÄÂÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÂÄÄÄÄÄÄÄÄÄÄÂÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄ
       ³Widths (mm)              ³ Areas    ³ Densities (kg/m3)
       ³                         ³ (cmı)    ³
Ring   ³Outer Ring Erly Late   % ³Incr Total³Ring E/Wd L/Wd Unif  Min  Max  Rng
 # Year³ Rad.      Wood Wood  LW ³          ³mean mean mean
ÄÄÄÄÄÄÄÁÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÁÄÄÄÄÄÄÄÄÄÄÁÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄ

 1 1970  61.6 61.6 51.3  0.3   0 119.2  119.2 357  356  509  153  100  509  409
 2 1971  79.9 18.3 17.1  1.2   6  81.3  200.6 381  372  511  139  317  531  214
 3 1972 102.4 22.5 21.3  1.2   5 128.9  329.4 375  366  539  173  300  560  260
 4 1973 127.9 25.5 24.0  1.5   5 184.5  513.9 377  368  517  149  308  559  251
 5 1974 151.9 24.0 22.8  1.2   4 211.0  724.9 374  366  527  161  281  544  263
 6 1975 169.6 17.7 15.0  2.7  15 178.8  903.7 418  394  548  154  333  576  243
 7 1976 190.9 21.3 20.7  0.6   2 241.2 1144.9 352  347  537  190  290  541  251
 8 1977 203.2 12.3 11.4  0.9   7 152.3 1297.2 356  342  530  188  294  533  239
 9 1978 218.2 15.0 13.8  1.2   8 198.6 1495.8 359  346  520  174  303  526  223
10 1979 228.4 10.2  9.0  1.2  11 143.1 1638.9 358  334  539  205  278  586  308

Core Length:  223.8 mm
Core Density: 370 kg/m3
Cross-sectional Density:  370 kg/m3
Early/Latewood Threshold: 500 kg/m3
Attenuation Constant: 3.16

ÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄ
Core : 31
ÄÄÄÄÄÄÄÂÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÂÄÄÄÄÄÄÄÄÄÄÂÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄ
       ³Widths (mm)              ³ Areas    ³ Densities (kg/m3)
       ³                         ³ (cmı)    ³
Ring   ³Outer Ring Erly Late   % ³Incr Total³Ring E/Wd L/Wd Unif  Min  Max  Rng
 # Year³ Rad.      Wood Wood  LW ³          ³mean mean mean
ÄÄÄÄÄÄÄÁÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÁÄÄÄÄÄÄÄÄÄÄÁÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄ

 1 1970  72.1 72.1 61.8  0.3   0 163.3  163.3 347  346  560  214  280  560  280
 2 1971  87.1 15.0 13.5  1.5  10  75.0  238.3 381  364  534  170  319  571  252
 3 1972 102.7 15.6 15.3  0.3   1  93.0  331.4 362  360  503  143  297  503  206
 4 1973 118.0 15.3 14.4  0.9   5 106.1  437.4 383  374  513  139  319  523  204
 5 1974 133.6 15.6 14.7  0.9   5 123.3  560.7 387  379  505  126  328  511  183
 6 1975 148.0 14.4 14.1  0.3   2 127.4  688.1 371  368  512  144  298  512  214
 7 1976 177.4 29.4 29.1  0.3   1 300.5  988.7 367  365  508  143  287  508  221
 8 1977 199.6 22.2 21.6  0.6   2 262.9 1251.6 359  355  514  159  293  521  228
 9 1978 207.4  7.8  7.2  0.6   7  99.7 1351.3 403  391  547  156  313  558  245
10 1979 216.1  8.7  8.1  0.6   6 115.8 1467.1 345  332  523  191  288  545  257
11 1980 220.6  4.5  3.9  0.6  13  61.7 1528.8 415  398  523  125  340  534  194
12 1981 225.1  4.5  3.9  0.6  13  63.0 1591.8 390  367  541  174  334  553  219
13 1982 229.6  4.5  3.3  1.2  26  64.3 1656.1 423  388  519  131  333  538  205
14 1983 238.3  8.7  8.1  0.6   6 127.9 1784.0 406  398  522  124  309  541  232
15 1984 251.2 12.9 11.7  1.2   9 198.4 1982.4 412  400  536  136  327  571  244
16 1985 256.0  4.8  3.6  1.2  25  76.5 2058.9 432  396  542  146  331  566  235
17 1986 328.0 72.0 71.1  0.9   11321.0 3379.9 373  371  524  153  273  559  286
18 1987 350.2 22.2 21.0  1.2   5 473.0 3852.9 378  368  541  173  304  579  275
19 1988 375.7 25.5 24.3  1.2   4 581.5 4434.4 379  371  534  163  311  575  264
20 1989 399.7 24.0 22.5  1.5   6 584.6 5019.0 374  364  515  151  303  528  225
21 1990 416.2 16.5 15.3  1.2   7 422.9 5441.9 410  399  550  151  321  574  253
22 1991 438.4 22.2 20.1  2.1   9 596.0 6038.0 365  346  545  199  306  565  259
23 1992 452.2 13.8 12.0  1.8  13 386.1 6424.1 373  349  533  184  296  555  259
24 1993 466.0 13.8 13.5  0.3   2 398.1 6822.2 350  345  535  190  297  535  238
25 1994 476.2 10.2  9.3  0.9   8 301.9 7124.1 359  340  557  217  286  576  290
26 1995 488.8 12.6 11.4  1.2   9 382.0 7506.1 404  393  513  120  110  530  420
27 1996 504.4 15.6 14.1  1.5   9 486.8 7992.8 370  351  547  196  292  582  290
28 1997 512.2  7.8  6.3  1.5  19 249.1 8241.9 433  406  547  141  355  572  217
29 1998 523.3 11.1  9.9  1.2  10 361.1 8603.0 400  380  570  190  318  584  266
30 1999 530.8  7.5  6.6  0.9  12 248.4 8851.4 414  395  555  160  345  619  274
31 2000 538.3  7.5  6.6  0.9  12 251.9 9103.3 394  374  542  168  335  585  250
32 2001 544.9  6.6  5.7  0.9  13 224.6 9327.9 417  393  572  179  357  631  274
33 2002 555.7 10.8  9.6  1.2  11 373.4 9701.3 382  361  555  194  305  606  301
34 2003 564.1  8.4  7.2  1.2  14 295.5 9996.8 431  407  573  166  345  637  292
35 2004 570.4  6.3  5.1  1.2  19 224.510221.4 434  394  604  210  364  648  284
36 2005 580.0  9.6  9.0  0.6   6 347.010568.3 407  396  573  177  355  601  246
37 2006 585.1  5.1  3.6  1.5  29 186.710755.0 465  423  564  141  381  660  279
38 2007 589.9  4.8  4.2  0.6  12 177.210932.2 413  392  564  172  352  598  246

Core Length:  580.5 mm
Core Density: 392 kg/m3
Cross-sectional Density:  386 kg/m3
Early/Latewood Threshold: 500 kg/m3
Attenuation Constant: 3.16

