10 2003 121.6  9.0  8.4  0.6   6  66.2  464.5 357  346  509  163  288  509  221
11 2004 130.3  8.7  8.1  0.6   6  68.8  533.4 408  400  518  118  360  526  166
12 2005 143.2 12.9 12.3  0.6   4 110.8  644.2 371  361  566  205  307  581  274
13 2006 157.0 13.8 12.0  1.8  13 130.1  774.4 403  385  529  144  320  596  276
14 2007 166.6  9.6  9.3  0.3   3  97.6  872.0 369  364  507  143  310  507  197
15 2008 171.7  5.1  4.5  0.6  11  54.2  926.2 365  346  503  157  299  504  205
16 2009 176.8  5.1  4.8  0.3   5  55.8  982.0 356  343  553  210  302  553  251
17 2010 183.4  6.6  6.3  0.3   4  74.7 1056.7 378  371  529  158  310  529  219
18 2011 188.5  5.1  4.5  0.6  11  59.6 1116.3 376  357  520  163  313  541  228
19 2012 193.0  4.5  4.2  0.3   6  53.9 1170.2 381  372  502  130  332  502  170
20 2013 197.2  4.2  3.9  0.3   7  51.5 1221.7 385  371  572  201  324  572  248
21 2014 200.5  3.3  3.3  0.0   0  41.2 1262.9 379  379    0    0  327  458  131
22 2015 203.8  3.3  2.4  0.9  27  41.9 1304.8 413  369  531  162  331  563  232
23 2016 207.7  3.9  3.6  0.3   7  50.4 1355.3 378  366  524  158  322  524  202

Core Length:  208.5 mm
Core Density: 360 kg/m3
Cross-sectional Density:  365 kg/m3
Early/Latewood Threshold: 500 kg/m3
Attenuation Constant: 3.17

ÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄ
Core : 29
ÄÄÄÄÄÄÄÂÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÂÄÄÄÄÄÄÄÄÄÄÂÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄ
       ³Widths (mm)              ³ Areas    ³ Densities (kg/m3)
       ³                         ³ (cmı)    ³
Ring   ³Outer Ring Erly Late   % ³Incr Total³Ring E/Wd L/Wd Unif  Min  Max  Rng
 # Year³ Rad.      Wood Wood  LW ³          ³mean mean mean
ÄÄÄÄÄÄÄÁÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÁÄÄÄÄÄÄÄÄÄÄÁÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄ

 3 1995  18.2 18.2 13.2  0.0   0  10.4   10.4 309  309    0    0  271  401  130
 4 1996  33.8 15.6 15.6  0.0   0  25.5   35.9 282  282    0    0  230  415  185
 5 1997  51.2 17.4 17.4  0.0   0  46.5   82.4 285  285    0    0  230  477  247
 6 1998  68.6 17.4 17.4  0.0   0  65.5  147.8 292  292    0    0  240  458  218
 7 1999  83.9 15.3 15.3  0.0   0  73.3  221.1 284  284    0    0  228  437  209
 8 2000  99.2 15.3 15.3  0.0   0  88.0  309.2 294  294    0    0  235  485  250
 9 2001 112.1 12.9 12.9  0.0   0  85.6  394.8 321  321    0    0  255  486  231
10 2002 123.8 11.7 11.7  0.0   0  86.7  481.5 295  295    0    0  239  451  212
11 2003 134.9 11.1 10.8  0.3   2  90.2  571.7 310  304  507  203  230  507  277
12 2004 145.1 10.2  9.6  0.6   5  89.7  661.4 343  332  509  177  290  516  226
13 2005 162.8 17.7 17.4  0.3   1 171.2  832.6 307  303  534  231  243  534  291
14 2006 182.3 19.5 19.2  0.3   1 211.4 1044.1 333  330  530  200  261  530  269
15 2007 200.0 17.7 17.4  0.3   1 212.6 1256.6 331  328  507  179  277  507  230
16 2008 214.4 14.4 14.1  0.3   2 187.5 1444.1 347  343  520  177  277  520  243
17 2009 225.2 10.8 10.8  0.0   0 149.2 1593.3 329  329    0    0  278  492  214
18 2010 235.1  9.9  9.6  0.3   3 143.2 1736.4 353  347  537  190  309  537  228
19 2011 244.7  9.6  9.6  0.0   0 144.7 1881.1 326  326    0    0  264  450  186
20 2012 253.7  9.0  8.4  0.6   6 140.9 2022.0 356  345  506  161  289  511  222
21 2013 262.4  8.7  7.8  0.9  10 141.1 2163.1 377  359  531  172  303  571  268
22 2014 271.1  8.7  8.7  0.0   0 145.8 2308.9 357  357    0    0  297  471  174
23 2015 277.7  6.6  6.6  0.0   0 113.8 2422.7 377  377    0    0  309  482  173
24 2016 284.0  6.3  6.3  0.0   0 111.2 2533.9 367  367    0    0  321  451  130

Core Length:  282.3 mm
Core Density: 326 kg/m3
Cross-sectional Density:  333 kg/m3
Early/Latewood Threshold: 500 kg/m3
Attenuation Constant: 3.17

ÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄ
Core : 32
ÄÄÄÄÄÄÄÂÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÂÄÄÄÄÄÄÄÄÄÄÂÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄ
       ³Widths (mm)              ³ Areas    ³ Densities (kg/m3)
       ³                         ³ (cmı)    ³
Ring   ³Outer Ring Erly Late   % ³Incr Total³Ring E/Wd L/Wd Unif  Min  Max  Rng
 # Year³ Rad.      Wood Wood  LW ³          ³mean mean mean
ÄÄÄÄÄÄÄÁÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÁÄÄÄÄÄÄÄÄÄÄÁÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄ

 2 1996  13.0 13.0 12.0  0.0   0   5.3    5.3 312  312    0    0  247  413  166
 3 1997  31.0 18.0 18.0  0.0   0  24.9   30.2 317  317    0    0  270  450  180
 4 1998  46.3 15.3 15.0  0.3   1  37.2   67.3 318  313  530  217  247  530  283
 5 1999  61.9 15.6 15.3  0.3   1  53.0  120.4 319  315  505  190  260  505  245
 6 2000  75.4 13.5 13.2  0.3   2  58.2  178.6 317  313  519  206  255  519  264
 7 2001  86.2 10.8 10.5  0.3   2  54.8  233.4 343  338  511  173  271  511  240
 8 2002  94.9  8.7  8.7  0.0   0  49.5  282.9 317  317    0    0  251  463  212
 9 2003 103.9  9.0  9.0  0.0   0  56.2  339.1 311  311    0    0  245  480  235
10 2004 111.1  7.2  7.2  0.0   0  48.6  387.8 350  350    0    0  300  473  173
11 2005 124.0 12.9 12.9  0.0   0  95.3  483.1 296  296    0    0  243  487  244
12 2006 138.4 14.4 14.1  0.3   2 118.7  601.8 316  312  506  194  256  506  250
13 2007 150.4 12.0 12.0  0.0   0 108.9  710.6 310  310    0    0  269  444  175
14 2008 159.4  9.0  9.0  0.0   0  87.6  798.2 324  324    0    0  245  495  250
15 2009 167.5  8.1  8.1  0.0   0  83.2  881.4 303  303    0    0  253  478  225
16 2010 174.4  6.9  6.9  0.0   0  74.1  955.5 325  325    0    0  276  466  190
17 2011 181.9  7.5  7.5  0.0   0  84.0 1039.5 302  302    0    0  232  401  169
18 2012 189.4  7.5  7.5  0.0   0  87.5 1127.0 309  309    0    0  231  485  254
19 2013 193.9  4.5  4.2  0.3   6  54.2 1181.2 325  312  514  202  250  514  264
20 2014 198.7  4.8  4.8  0.0   0  59.2 1240.4 311  311    0    0  252  464  212
21 2015 202.9  4.2  4.2  0.0   0  53.0 1293.3 330  330    0    0  269  451  182
22 2016 206.8  3.9  3.6  0.3   7  50.2 1343.5 331  316  510  194  252  510  258

Core Length:  207.6 mm
Core Density: 318 kg/m3
Cross-sectional Density:  316 kg/m3
Early/Latewood Threshold: 500 kg/m3
Attenuation Constant: 3.17

ÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄ
Core : 42
ÄÄÄÄÄÄÄÂÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÂÄÄÄÄÄÄÄÄÄÄÂÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄ
       ³Widths (mm)              ³ Areas    ³ Densities (kg/m3)
       ³                         ³ (cmı)    ³
Ring   ³Outer Ring Erly Late   % ³Incr Total³Ring E/Wd L/Wd Unif  Min  Max  Rng
 # Year³ Rad.      Wood Wood  LW ³          ³mean mean mean
ÄÄÄÄÄÄÄÁÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÁÄÄÄÄÄÄÄÄÄÄÁÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄ

 2 1996  11.8 11.8 10.8  0.0   0   4.4    4.4 286  286    0    0  229  415  186
 3 1997  28.6 16.8 16.8  0.0   0  21.3   25.7 335  335    0    0  241  492  251
 4 1998  45.7 17.1 16.8  0.3   1  39.9   65.6 322  319  500  181  236  500  264
 5 1999  64.0 18.3 16.5  1.8   9  63.1  128.7 350  331  520  189  264  553  289
 6 2000  83.8 19.8 18.0  1.8   9  91.9  220.6 345  327  520  193  264  549  285
 7 2001  98.8 15.0 15.0  0.0   0  86.0  306.7 335  335    0    0  263  456  193
 8 2002 112.6 13.8 13.5  0.3   2  91.7  398.3 328  324  503  179  263  503  240
 9 2003 121.6  9.0  9.0  0.0   0  66.2  464.5 327  327    0    0  260  480  220
10 2004 131.2  9.6  9.3  0.3   3  76.2  540.8 339  333  509  176  280  509  229
11 2005 144.4 13.2 12.9  0.3   2 114.3  655.1 330  326  501  175  262  501  239
12 2006 157.3 12.9 12.6  0.3   2 122.3  777.3 364  360  506  146  296  506  210
13 2007 167.5 10.2  9.6  0.6   5 104.1  881.4 400  392  524  132  346  528  182
14 2008 177.7 10.2  9.3  0.9   8 110.6  992.0 408  395  535  140  308  577  269
15 2009 184.0  6.3  6.0  0.3   4  71.6 1063.6 401  394  539  145  336  539  203
16 2010 190.3  6.3  4.5  1.8  28  74.1 1137.7 429  386  536  150  318  584  266
17 2011 199.3  9.0  8.7  0.3   3 110.2 1247.9 379  375  501  126  300  501  201
18 2012 207.1  7.8  6.9  0.9  11  99.6 1347.4 389  370  538  168  318  577  259
19 2013 213.7  6.6  5.4  1.2  18  87.3 1434.7 424  391  574  183  327  610  283
20 2014 222.4  8.7  7.8  0.9  10 119.2 1553.9 408  394  527  133  351  560  209
21 2015 229.0  6.6  6.0  0.6   9  93.6 1647.5 429  418  538  120  348  559  211
22 2016 233.5  4.5  3.3  1.2  26  65.4 1712.9 440  403  544  141  353  579  226

Core Length:  234.6 mm
Core Density: 369 kg/m3
Cross-sectional Density:  377 kg/m3
Early/Latewood Threshold: 500 kg/m3
Attenuation Constant: 3.17

ÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄ
Core : 47
ÄÄÄÄÄÄÄÂÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÂÄÄÄÄÄÄÄÄÄÄÂÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄ
       ³Widths (mm)              ³ Areas    ³ Densities (kg/m3)
       ³                         ³ (cmı)    ³
Ring   ³Outer Ring Erly Late   % ³Incr Total³Ring E/Wd L/Wd Unif  Min  Max  Rng
 # Year³ Rad.      Wood Wood  LW ³          ³mean mean mean
ÄÄÄÄÄÄÄÁÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÁÄÄÄÄÄÄÄÄÄÄÁÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄ

 2 1995  12.6 12.6  9.6  0.0   0   5.0    5.0 347  347    0    0  318  448  130
 3 1996  23.7 11.1 11.1  0.0   0  12.7   17.6 326  326    0    0  283  460  177
 4 1997  42.6 18.9 18.6  0.3   1  39.4   57.0 351  348  525  177  295  525  230
 5 1998  61.2 18.6 18.0  0.6   3  60.7  117.7 338  331  552  221  274  578  304
 6 1999  80.7 19.5 19.2  0.3   1  86.9  204.6 352  349  535  186  268  535  267
 7 2000  99.3 18.6 17.7  0.9   4 105.2  309.8 368  360  519  159  308  535  227
 8 2001 114.0 14.7 14.7  0.0   0  98.5  408.3 359  359    0    0  290  466  176
 9 2002 128.1 14.1 13.8  0.3   2 107.2  515.5 328  324  511  187  276  511  235
10 2003 138.6 10.5  9.6  0.9   8  88.0  603.5 352  334  539  205  274  549  275
11 2004 146.7  8.1  7.5  0.6   7  72.6  676.1 394  381  556  175  321  574  253
12 2005 159.6 12.9 11.7  1.2   9 124.1  800.2 360  339  566  227  285  616  331
13 2006 173.7 14.1 12.3  1.8  12 147.6  947.9 376  349  558  209  291  598  307
14 2007 186.3 12.6 12.6  0.0   0 142.5 1090.4 377  377    0    0  295  498  203
15 2008 197.4 11.1  9.9  1.2  10 133.8 1224.2 382  363  533  170  303  546  243
16 2009 205.8  8.4  7.5  0.9  10 106.4 1330.6 371  350  549  199  295  589  294
17 2010 213.0  7.2  6.3  0.9  12  94.7 1425.3 404  381  564  183  340  588  248
18 2011 221.1  8.1  7.5  0.6   7 110.5 1535.8 374  362  522  160  300  538  238
19 2012 225.9  4.8  4.2  0.6  12  67.4 1603.2 381  360  533  173  323  553  230
20 2013 228.9  3.0  2.7  0.3  10  42.9 1646.0 395  381  525  144  341  525  184
21 2014 230.7  1.8  1.8  0.0   0  26.0 1672.0 391  391    0    0  356  457  101
22 2015 232.8  2.1  2.1  0.0   0  30.6 1702.6 375  375    0    0  335  444  109
23 2016 234.6  1.8  1.8  0.0   0  26.4 1729.0 371  371    0    0  341  407   66

Core Length:  232.5 mm
Core Density: 366 kg/m3
Cross-sectional Density:  368 kg/m3
Early/Latewood Threshold: 500 kg/m3
Attenuation Constant: 3.17

